tier,category,year,title,authors,publication_status,journal_reference,doi,arxiv_id,arxiv_version,primary_arxiv_category,citation_count,citation_count_without_self_citations,citation_source,citation_as_of,inspire_recid,workhouse_connection,landing_url,pdf_url,local_file,downloaded,pages,sha256,published,updated,abstract
core,flat_bands,2018,Classification of flat bands according to the band-crossing singularity of Bloch wave functions,Jun-Won Rhim; Bohm-Jung Yang,journal/proceedings record,"Phys. Rev. B 99, 045107 (2019)",10.1103/PhysRevB.99.045107,1808.05926,1808.05926v2,cond-mat.str-el,208,,OpenAlex,2026-08-21,,classification of singular and nonsingular flat bands,https://arxiv.org/abs/1808.05926v2,https://arxiv.org/pdf/1808.05926v2,papers/core_cited_and_canonical/09_flat_bands_and_homological_topology/2018_Rhim_1808.05926.pdf,True,23,763b3574567960742599349237fc594bb1bd439c2698ed26d929343ff4ec1814,2018-08-17,2019-01-03,"We show that flat bands can be categorized into two distinct classes, that is, singular and nonsingular flat bands, by exploiting the singular behavior of their Bloch wave functions in momentum space. In the case of a singular flat band, its Bloch wave function possesses immovable discontinuities generated by the band-crossing with other bands, and thus the vector bundle associated with the flat band cannot be defined. This singularity precludes the compact localized states from forming a complete set spanning the flat band. Once the degeneracy at the band crossing point is lifted, the singular flat band becomes dispersive and can acquire a finite Chern number in general, suggesting a new route for obtaining a nearly flat Chern band. On the other hand, the Bloch wave function of a nonsingular flat band has no singularity, and thus forms a vector bundle. A nonsingular flat band can be completely isolated from other bands while preserving the perfect flatness. All one-dimensional flat bands belong to the nonsingular class. We show that a singular flat band displays a novel bulk-boundary correspondence such that the presence of the robust boundary mode is guaranteed by the singularity of the Bloch wave function. Moreover, we develop a general scheme to construct a flat band model Hamiltonian in which one can freely design its singular or nonsingular nature. Finally, we propose a general formula for the compact localized state spanning the flat band, which can be easily implemented in numerics and offer a basis set useful in analyzing correlation effects in flat bands."
core,weingarten,2018,SU(N) polynomial integrals and some applications,O. Borisenko; S. Voloshyn; V. Chelnokov,journal/proceedings record,"Rep.Math.Phys. 85, 129 (2020)",10.1016/S0034-4877(20)30015-X,1812.06069,1812.06069v1,hep-lat,18,10,INSPIRE,2026-08-21,1709153,explicit SU(N) polynomial integrals for lattice-gauge applications,https://arxiv.org/abs/1812.06069v1,https://arxiv.org/pdf/1812.06069v1,papers/core_cited_and_canonical/05_haar_and_weingarten/2018_Borisenko_1812.06069.pdf,True,19,936fede92bf2fd8f1c811c3566c6f2227e54ff42e7762a7a309a913b255f5503,2018-12-14,2018-12-14,We use the method of the Weingarten functions to evaluate SU(N) integrals of the polynomial type. As an application we calculate various one-link integrals for lattice gauge and spin SU(N) theories.
core,rigorous_lgt,2018,Yang-Mills for probabilists,Sourav Chatterjee,preprint or unlinked proceedings,,,1803.01950,1803.01950v1,math.PR,12,12,INSPIRE,2026-08-21,1658853,rigorous/probabilistic lattice Yang-Mills review,https://arxiv.org/abs/1803.01950v1,https://arxiv.org/pdf/1803.01950v1,papers/core_cited_and_canonical/04_rigorous_lattice_yang_mills/2018_Chatterjee_1803.01950.pdf,True,17,24d05c34508e8564b4de5547522716c014ef1ce1c5a00690205a57facb61ff3e,2018-03-05,2018-03-05,"The rigorous construction of quantum Yang-Mills theories, especially in dimension four, is one of the central open problems of mathematical physics. Construction of Euclidean Yang-Mills theories is the first step towards this goal. This article presents a formulation of some of the core aspects this problem as problems in probability theory. The presentation begins with an introduction to the basic setup of Euclidean Yang-Mills theories and lattice gauge theories. This is followed by a discussion of what is meant by a continuum limit of lattice gauge theories from the point of view of theoretical physicists. Some of the main issues are then posed as problems in probability. The article ends with a brief review of the mathematical literature."
core,weingarten,2017,Weingarten calculus via orthogonality relations: new applications,Benoît Collins; Sho Matsumoto,journal/proceedings record,"ALEA, Lat. Am. J. Probab. Math. Stat. 14 (2017), no. 1, 631-656",,1701.04493,1701.04493v2,math.CO,29,,OpenAlex,2026-08-21,,orthogonality-recursion method,https://arxiv.org/abs/1701.04493v2,https://arxiv.org/pdf/1701.04493v2,papers/core_cited_and_canonical/05_haar_and_weingarten/2017_Collins_1701.04493.pdf,True,30,42becfc0db3534ade549855727aa759fe8531b95c49d99851a56f53515f2d172,2017-01-17,2017-06-21,"Weingarten calculus is a completely general and explicit method to compute the moments of the Haar measure on compact subgroups of matrix algebras. Particular cases of this calculus were initiated by theoretical physicists -- including Weingarten, after whom this calculus was coined by the first author, after investigating it systematically. Substantial progress was achieved subsequently by the second author and coworkers, based on representation theoretic and combinatorial techniques. All formulas of `Weingarten calculus' are in the spirit of Weingarten's seminal paper [W78]. However, modern proofs are very different from Weingarten's initial ideas. In this paper, we revisit Weingarten's initial proof and we illustrate its power by uncovering two new important applications: (i) a uniform bound on the Weingarten function, that subsumes existing uniform bounds, and is optimal up to a polynomial factor, and (ii) an extension of Weingarten calculus to symmetric spaces and conceptual proofs of identities established by the second author."
core,flux_strings,2016,Effective string description of confining flux tubes,Bastian B. Brandt; Marco Meineri,journal/proceedings record,Int.J.Mod.Phys.A 31 (2016) 1643001,10.1142/S0217751X16430016,1603.06969,1603.06969v1,hep-th,65,61,INSPIRE,2026-08-21,1432703,modern QCD flux-tube worldsheet theory,https://arxiv.org/abs/1603.06969v1,https://arxiv.org/pdf/1603.06969v1,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2016_Brandt_1603.06969.pdf,True,21,eb07d6397bc19cb25f7a067b65531c9f9753811d95fdb50686bf98d919ef9461,2016-03-22,2016-03-22,"We review the current knowledge about the theoretical foundations of the effective string theory for confining flux tubes and the comparison of the predictions to pure gauge lattice data. A concise presentation of the effective string theory is provided, incorporating recent developments. We summarize the predictions for the spectrum and the profile/width of the flux tube and their comparison to lattice data. The review closes with a short summary of open questions for future research."
core,spectrum,2016,SU(N) gauge theories in 2+1 dimensions: glueball spectra and k-string tensions,Andreas Athenodorou; Michael Teper,journal/proceedings record,JHEP 02 (2017) 015,10.1007/JHEP02(2017)015,1609.03873,1609.03873v1,hep-lat,62,56,INSPIRE,2026-08-21,1486397,continuum SU(N) spectrum in 2+1 dimensions,https://arxiv.org/abs/1609.03873v1,https://arxiv.org/pdf/1609.03873v1,papers/core_cited_and_canonical/01_glueball_spectrum/2016_Athenodorou_1609.03873.pdf,True,52,691985e1269ea890db26e396d4df6e7c3f3efdfd8f1cddf37aeaab65dbb450c5,2016-09-13,2016-09-13,"We calculate the low-lying glueball spectrum and various string tensions in SU(N) lattice gauge theories in 2+1 dimensions, and extrapolate the results to the continuum limit. We do so for for the range N=2 to N=16 so as to control the N-dependence with a useful precision. We observe a number of striking near-degeneracies in the various J^PC sectors of the glueball spectrum, in particular between C=+ and C=- states. We calculate the string tensions of flux tubes in a number of representations, and provide evidence that the leading correction to the N-dependence of the k-string tensions varies as 1/N rather than 1/N^2, and that the dominant binding of k fundamental flux tubes into a k-string is via pairwise interactions. We comment on the possible implications of our results for the dynamics of these gauge theories."
core,rigorous_lgt,2016,Wilson loop expectations in $SU(N)$ lattice gauge theory,Jafar Jafarov,preprint or unlinked proceedings,,,1610.03821,1610.03821v1,math.PR,26,26,INSPIRE,2026-08-21,1491385,Wilson-loop expectations in SU(N) lattice gauge theory,https://arxiv.org/abs/1610.03821v1,https://arxiv.org/pdf/1610.03821v1,papers/core_cited_and_canonical/04_rigorous_lattice_yang_mills/2016_Jafarov_1610.03821.pdf,True,77,422e12ccf4620319dc8256d751363591cb103fcec244f454a05f7c62618df6d5,2016-10-12,2016-10-12,"This article gives a rigorous formulation and proof of the $1/N$ expansion for Wilson loop expectations in strongly coupled $SU(N)$ lattice gauge theory in any dimension. The coefficients of the expansion are represented as absolutely convergent sums over trajectories in a string theory on the lattice, establishing a kind of gauge-string duality. Moreover, it is shown that in large $N$ limit, calculations in $SU(N)$ lattice gauge theory with coupling strength $2β$ corresponds to those in $SO(N)$ lattice gauge theory with coupling strength $β$ when $|β|$ is sufficiently small."
core,flat_bands,2015,Strongly correlated flat-band systems: The route from Heisenberg spins to Hubbard electrons,Oleg Derzhko; Johannes Richter; Mykola Maksymenko,journal/proceedings record,"Int. J. Mod. Phys. B 29, 1530007 (2015) [72 pages]",10.1142/S0217979215300078,1502.02729,1502.02729v2,cond-mat.str-el,240,,OpenAlex,2026-08-21,,strongly correlated flat-band review,https://arxiv.org/abs/1502.02729v2,https://arxiv.org/pdf/1502.02729v2,papers/core_cited_and_canonical/09_flat_bands_and_homological_topology/2015_Derzhko_1502.02729.pdf,True,72,5eb5f88f6354c5cce284bbc025d2e9985fdfdf84e873e60df803ee9b0afa05d4,2015-02-09,2015-04-13,"In this review we recapitulate the basic features of the flat-band spin systems and briefly summarize earlier studies in the field. Main emphasis is made on recent developments which include results for both spin and electron flat-band models. In particular, for flat-band spin systems we highlight field-driven phase transitions for frustrated quantum Heisenberg antiferromagnets at low temperatures, chiral flat-band states, as well as the effect of a slight dispersion of a previously strictly flat band due to nonideal lattice geometry. For electronic systems, we discuss the universal low-temperature behavior of several flat-band Hubbard models, the emergence of ground-state ferromagnetism in the square-lattice Tasaki-Hubbard model and the related Pauli-correlated percolation problem, as well as the dispersion-driven ground-state ferromagnetism in flat-band Hubbard systems. Closely related studies and possible experimental realizations of the flat-band physics are also described briefly."
core,flux_strings,2013,Evidence for a new particle on the worldsheet of the QCD flux tube,Sergei Dubovsky; Raphael Flauger; Victor Gorbenko,journal/proceedings record,Phys.Rev.Lett. 111 (2013) 062006,10.1103/PhysRevLett.111.062006,1301.2325,1301.2325v3,hep-th,96,73,INSPIRE,2026-08-21,1210441,worldsheet dynamics of confining strings,https://arxiv.org/abs/1301.2325v3,https://arxiv.org/pdf/1301.2325v3,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2013_Dubovsky_1301.2325.pdf,True,6,7c7c04eff75c022b7822ec09cc563e038d7b3c847c623da0d3b425266607e846,2013-01-10,2013-11-14,"We propose a new approach for the calculation of the spectrum of excitations of QCD flux tubes. It relies on the fact that the worldsheet theory is integrable at low energies. With this approach, energy levels can be calculated for much shorter flux tubes than was previously possible, allowing for a quantitative comparison with existing lattice data. The improved theoretical control makes it manifest that existing lattice data provides strong evidence for a new pseudoscalar particle localized on the QCD fluxtube - the worldsheet axion."
core,flux_strings,2013,The Effective Theory of Long Strings,Ofer Aharony; Zohar Komargodski,journal/proceedings record,JHEP 05 (2013) 118,10.1007/JHEP05(2013)118,1302.6257,1302.6257v2,hep-th,192,187,INSPIRE,2026-08-21,1221254,effective theory of long strings,https://arxiv.org/abs/1302.6257v2,https://arxiv.org/pdf/1302.6257v2,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2013_Aharony_1302.6257.pdf,True,33,8e129af1b73ea04ce1ad7caf6ffdca51bb588c30b5e1ac8b6316b93a627ed851,2013-02-25,2013-03-12,"We present the low-energy effective theory on long strings in quantum field theory, including a streamlined review of previous literature on the subject. Such long strings can appear in the form of solitonic strings, as in the 4d Abelian Higgs model, or in the form of confining strings, as in Yang-Mills theories. The bottom line is that upon expanding in powers of 1/L the energy levels of long (closed) strings (where L is the length of the string), all the terms up to (and including) order 1/L^5 are universal. We argue that for excited strings in D>3 space-time dimensions there is a universal deviation at order 1/L^5 from the naive formula that is usually used to fit lattice results. For D=3 this naive formula is valid even at order 1/L^5. At order 1/L^7 non-universal terms generically appear in all cases. We explain the physical origin of these results, and illuminate them in three different formulations of the effective action of long strings (the relationships among which we partly clarify). In addition, we corroborate these results by an explicit computation of the effective action on long strings in confining theories which have a gravitational dual. These predictions can be tested by precise simulations of 4d Yang-Mills theory on the lattice."
core,hamiltonian_quantum,2013,Ultracold Quantum Gases and Lattice Systems: Quantum Simulation of Lattice Gauge Theories,U. -J. Wiese,journal/proceedings record,Annalen Phys. 525 (2013) 777,10.1002/andp.201300104,1305.1602,1305.1602v1,quant-ph,418,407,INSPIRE,2026-08-21,1232212,foundational quantum-simulation review for gauge theories,https://arxiv.org/abs/1305.1602v1,https://arxiv.org/pdf/1305.1602v1,papers/core_cited_and_canonical/07_hamiltonian_and_gauge_invariant_formulations/2013_Wiese_1305.1602.pdf,True,27,ebe63e1aafd44d857fe664c301d38d8e2301814c16d029ade82355d7290d6594,2013-05-07,2013-05-07,"Abelian and non-Abelian gauge theories are of central importance in many areas of physics. In condensed matter physics, Abelian U(1) lattice gauge theories arise in the description of certain quantum spin liquids. In quantum information theory, Kitaev's toric code is a Z(2) lattice gauge theory. In particle physics, Quantum Chromodynamics (QCD), the non-Abelian SU(3) gauge theory of the strong interactions between quarks and gluons, is non-perturbatively regularized on a lattice. Quantum link models extend the concept of lattice gauge theories beyond the Wilson formulation, and are well suited for both digital and analog quantum simulation using ultracold atomic gases in optical lattices. Since quantum simulators do not suffer from the notorious sign problem, they open the door to studies of the real-time evolution of strongly coupled quantum systems, which are impossible with classical simulation methods. A plethora of interesting lattice gauge theories suggests itself for quantum simulation, which should allow us to address very challenging problems, ranging from confinement and deconfinement, or chiral symmetry breaking and its restoration at finite baryon density, to color superconductivity and the real-time evolution of heavy-ion collisions, first in simpler model gauge theories and ultimately in QCD."
core,flux_strings,2012,Effective String Theory Revisited,Sergei Dubovsky; Raphael Flauger; Victor Gorbenko,journal/proceedings record,JHEP 1209 (2012) 044,10.1007/JHEP09(2012)044,1203.1054,1203.1054v2,hep-th,172,149,INSPIRE,2026-08-21,1092955,effective string theory and finite-volume spectra,https://arxiv.org/abs/1203.1054v2,https://arxiv.org/pdf/1203.1054v2,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2012_Dubovsky_1203.1054.pdf,True,22,b569394733ab5011523c48d87cef6ebf15cf936dfeb406cf66043cf25c531d65,2012-03-05,2013-02-14,We revisit the effective field theory of long relativistic strings such as confining flux tubes in QCD. We derive the Polchinski-Strominger interaction by a calculation in static gauge. This interaction implies that a non-critical string which initially oscillates in one direction gets excited in orthogonal directions as well. In static gauge no additional term in the effective action is needed to obtain this effect. It results from a one-loop calculation using the Nambu-Goto action. Non-linearly realized Lorentz symmetry is manifest at all stages in dimensional regularization. We also explain that independent of the number of dimensions non-covariant counterterms have to be added to the action in the commonly used zeta-function regularization.
core,flux_strings,2012,SU(N) gauge theories at large N,Biagio Lucini; Marco Panero,journal/proceedings record,Physics Reports 526 (2013) 93-163,10.1016/j.physrep.2013.01.001,1210.4997,1210.4997v2,hep-th,313,267,INSPIRE,2026-08-21,1191457,large-N gauge theories lattice review,https://arxiv.org/abs/1210.4997v2,https://arxiv.org/pdf/1210.4997v2,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2012_Lucini_1210.4997.pdf,True,107,cdcae260121218157ede8213270b1d20d7049f5e1e005401b65a9d1882ee021c,2012-10-18,2013-04-26,"We review the theoretical developments and conceptual advances that stemmed from the generalization of QCD to the limit of a large number of color charges, originally proposed by 't Hooft. Then, after introducing the gauge-invariant non-perturbative formulation of non-Abelian gauge theories on a spacetime lattice, we present a selection of results from recent lattice studies of theories with a different number of colors, and the findings obtained from their extrapolation to the 't Hooft limit. We conclude with a brief discussion and a summary."
core,flux_strings,2011,Closed flux tubes and their string description in D=2+1 SU(N) gauge theories,Andreas Athenodorou; Barak Bringoltz; Michael Teper,journal/proceedings record,"JHEP 1105:042,2011",10.1007/JHEP05(2011)042,1103.5854,1103.5854v1,hep-lat,89,70,INSPIRE,2026-08-21,894494,closed flux tubes in 3+1 dimensions,https://arxiv.org/abs/1103.5854v1,https://arxiv.org/pdf/1103.5854v1,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2011_Athenodorou_1103.5854.pdf,True,71,216e828f696b3ffb24c87bc91a7fa48df9c1540aca2e6240d19381d923ca8347,2011-03-30,2011-03-30,"We carry out lattice calculations of the spectrum of confining flux tubes that wind around a spatial torus of variable length l, in 2+1 dimensions. We compare the energies of the lowest c.30 states to the free string Nambu-Goto model and to recent results on the universal properties of effective string actions. Our most useful calculations are in SU(6) at a small lattice spacing, which we check is very close to the large-N continuum limit. We find that the energies, En(l), are remarkably close to the predictions of the free string Nambu-Goto model, even well below the critical length at which the expansion of the Nambu-Goto energy in powers of 1/l diverges and the series needs to be resummed. Our analysis of the ground state supports the universality of the O(1/l) and the O(1/l^3) corrections to l.sigma, and we find that the deviations from Nambu-Goto at small l prefer a leading correction that is O(1/l^7), consistent with theoretical expectations. We find that the low-lying states that contain a single phonon excitation are also consistent with the leading O(1/l^7) correction dominating down to the smallest values of l. By contrast our analysis of the other light excited states clearly shows that for these states the corrections at smaller l resum to a much smaller effective power. Finally, and in contrast to our recent calculations in D=3+1, we find no evidence for the presence of any non-stringy states that could indicate the excitation of massive flux tube modes."
core,effective_hamiltonian,2011,Schrieffer-Wolff transformation for quantum many-body systems,Sergey Bravyi; David DiVincenzo; Daniel Loss,journal/proceedings record,"Ann. Phys. Vol. 326, No. 10, pp. 2793-2826 (2011)",10.1016/j.aop.2011.06.004,1105.0675,1105.0675v1,quant-ph,589,562,INSPIRE,2026-08-21,2725350,rigorous Schrieffer-Wolff transformation and error bounds,https://arxiv.org/abs/1105.0675v1,https://arxiv.org/pdf/1105.0675v1,papers/core_cited_and_canonical/06_effective_hamiltonians/2011_Bravyi_1105.0675.pdf,True,47,053f147269c1be30615f72555350444fe5b43fc1ecb01471cee57e88e6e5e78c,2011-05-03,2011-05-03,"The Schrieffer-Wolff (SW) method is a version of degenerate perturbation theory in which the low-energy effective Hamiltonian H_{eff} is obtained from the exact Hamiltonian by a unitary transformation decoupling the low-energy and high-energy subspaces. We give a self-contained summary of the SW method with a focus on rigorous results. We begin with an exact definition of the SW transformation in terms of the so-called direct rotation between linear subspaces. From this we obtain elementary proofs of several important properties of H_{eff} such as the linked cluster theorem. We then study the perturbative version of the SW transformation obtained from a Taylor series representation of the direct rotation. Our perturbative approach provides a systematic diagram technique for computing high-order corrections to H_{eff}. We then specialize the SW method to quantum spin lattices with short-range interactions. We establish unitary equivalence between effective low-energy Hamiltonians obtained using two different versions of the SW method studied in the literature. Finally, we derive an upper bound on the precision up to which the ground state energy of the n-th order effective Hamiltonian approximates the exact ground state energy."
core,strong_coupling,2010,Centre symmetric 3d effective actions for thermal SU(N) Yang-Mills from strong coupling series,Jens Langelage; Stefano Lottini; Owe Philipsen,journal/proceedings record,"JHEP 1102:057,2011",10.1007/JHEP02(2011)057,1010.0951,1010.0951v3,hep-lat,78,46,INSPIRE,2026-08-21,871971,strong-coupling effective theory review/application,https://arxiv.org/abs/1010.0951v3,https://arxiv.org/pdf/1010.0951v3,papers/core_cited_and_canonical/08_strong_coupling_and_linked_cluster/2010_Langelage_1010.0951.pdf,True,27,2a270a6ed9c39b3dcb3541c847e20565c32a5a3c0d85a50ace8ea357956653c5,2010-10-05,2011-11-10,"We derive three-dimensional, Z(N)-symmetric effective actions in terms of Polyakov loops by means of strong coupling expansions, starting from thermal SU(N) Yang-Mills theory in four dimensions on the lattice. An earlier action in the literature, corresponding to the (spatial) strong coupling limit, is thus extended by several higher orders, as well as by additional interaction terms. We provide analytic mappings between the couplings of the effective theory and the parameters $N_τ,β$ of the original thermal lattice theory, which can be systematically improved. We then investigate the deconfinement transition for the cases SU(2) and SU(3) by means of Monte Carlo simulations of the effective theory. Our effective models correctly reproduce second order 3d Ising and first order phase transitions, respectively. Furthermore, we calculate the critical couplings $β_c(N_τ)$ and find agreement with results from simulations of the 4d theory at the few percent level for $N_τ=4-16$."
core,flux_strings,2010,Closed flux tubes and their string description in D=3+1 SU(N) gauge theories,Andreas Athenodorou; Barak Bringoltz; Michael Teper,journal/proceedings record,"JHEP 1102:030,2011",10.1007/JHEP02(2011)030,1007.4720,1007.4720v2,hep-lat,118,96,INSPIRE,2026-08-21,863075,closed flux-tube spectrum and string description,https://arxiv.org/abs/1007.4720v2,https://arxiv.org/pdf/1007.4720v2,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2010_Athenodorou_1007.4720.pdf,True,65,4be736697808c635754d634c91cfcddbe1c20bdaa91754418bf502daeec65fd2,2010-07-27,2010-09-28,"We calculate the energy spectrum of a confining flux tube that is closed around a spatial torus, as a function of its length l. We do so for various SU(N) gauge theories in 3+1 dimensions, and for various values of spin, parity and longitudinal momentum. We are able to present usefully accurate results for about 20 of the lightest such states, for a range of l that begins close to the (finite volume) deconfining phase transition, and extends up to l.sqrt(K)~6 (where K is the string tension). We find that most of these low-lying states are well described by the spectrum of the Nambu-Goto free string theory in flat space-time. Remarkably, this is so not only at the larger values of l, where the gap between the ground state energy and the low-lying excitations becomes small compared to the mass gap, but also down to much shorter lengths where these excitation energies become large compared to sqrt(K), the flux-tube no longer `looks' anything like a thin string, and an expansion of the effective string action in powers of 1/l no longer converges. All this is for flux in the fundamental representation. We also calculate the k=2 (anti)symmetric ground states and these show larger corrections at small l. So far all this closely resembles our earlier findings in 2+1 dimensions. However, and in contrast to the situation in D=2+1, we also find that there are some states, with J,P=0,- quantum numbers, that show large deviations from the Nambu-Goto spectrum. We investigate the possibility that (some of) these states may encode the massive modes associated with the internal structure of the flux tube, and we discuss how the precocious free string behaviour of most states constrains the effective string action, on which much interesting theoretical progress has recently been made."
core,spectrum,2010,Glueball masses in the large N limit,Biagio Lucini; Antonio Rago; Enrico Rinaldi,journal/proceedings record,"JHEP 1008:119,2010",10.1007/JHEP08(2010)119,1007.3879,1007.3879v2,hep-lat,131,90,INSPIRE,2026-08-21,862231,large-N glueball masses,https://arxiv.org/abs/1007.3879v2,https://arxiv.org/pdf/1007.3879v2,papers/core_cited_and_canonical/01_glueball_spectrum/2010_Lucini_1007.3879.pdf,True,37,e245f6a1174f79a30687af1fd33f76155db912daee97070875f7597307146eeb,2010-07-22,2011-06-15,"The lowest-lying glueball masses are computed in SU($N$) gauge theory on a spacetime lattice for constant value of the lattice spacing $a$ and for $N$ ranging from 3 to 8. The lattice spacing is fixed using the deconfinement temperature at temporal extension of the lattice $N_T = 6$. The calculation is conducted employing in each channel a variational ansatz performed on a large basis of operators that includes also torelon and (for the lightest states) scattering trial functions. This basis is constructed using an automatic algorithm that allows us to build operators of any size and shape in any irreducible representation of the cubic group. A good signal is extracted for the ground state and the first excitation in several symmetry channels. It is shown that all the observed states are well described by their large $N$ values, with modest ${\cal O}(1/N^2)$ corrections. In addition spurious states are identified that couple to torelon and scattering operators. As a byproduct of our calculation, the critical couplings for the deconfinement phase transition for N=5 and N=7 and temporal extension of the lattice $N_T=6$ are determined."
core,spectral_methods,2010,Properties and uses of the Wilson flow in lattice QCD,Martin Lüscher,journal/proceedings record,"JHEP 1008:071,2010",10.1007/JHEP08(2010)071,1006.4518,1006.4518v3,hep-lat,1294,1281,INSPIRE,2026-08-21,859240,Wilson flow and smoothed gauge observables,https://arxiv.org/abs/1006.4518v3,https://arxiv.org/pdf/1006.4518v3,papers/core_cited_and_canonical/03_spectral_extraction_and_operator_overlap/2010_Luscher_1006.4518.pdf,True,21,63426411712d8b00e7b4cb496cc38bb0ae5fd7ebee641840f45d4026e7f0afa0,2010-06-23,2014-01-27,"Theoretical and numerical studies of the Wilson flow in lattice QCD suggest that the gauge field obtained at flow time t>0 is a smooth renormalized field. The expectation values of local gauge-invariant expressions in this field are thus well-defined physical quantities that probe the theory at length scales on the order of sqrt(t). Moreover, by transforming the QCD functional integral to an integral over the gauge field at a specified flow time, the emergence of the topological (instanton) sectors in the continuum limit becomes transparent and is seen to be caused by a dynamical effect that rapidly separates the sectors when the lattice spacing is reduced from 0.1 fm to smaller values."
core,effective_hamiltonian,2010,Strong-coupling expansion and effective hamiltonians,F. Mila; K. P. Schmidt,journal/proceedings record,"`Introduction to Frustrated Magnetism', Chapter 20, Springer Series in Solid-State Sciences, Vol. 164, eds. C. Lacroix, F. Mila, and P. Mendels (Springer, 2011)",10.1007/978-3-642-10589-0_20,1005.2495,1005.2495v1,cond-mat.str-el,4,,OpenAlex,2026-08-21,,strong-coupling effective-Hamiltonian expansion review,https://arxiv.org/abs/1005.2495v1,https://arxiv.org/pdf/1005.2495v1,papers/core_cited_and_canonical/06_effective_hamiltonians/2010_Mila_1005.2495.pdf,True,24,10d3dd4863dde46a9d7e6309e37f8b402599cd9e084558e35297f4ac42f96ec9,2010-05-14,2010-05-14,"When looking for analytical approaches to treat frustrated quantum magnets, it is often very useful to start from a limit where the ground state is highly degenerate. This chapter discusses several ways of deriving {effective Hamiltonians} around such limits, starting from standard {degenerate perturbation theory} and proceeding to modern approaches more appropriate for the derivation of high-order effective Hamiltonians, such as the perturbative continuous unitary transformations or contractor renormalization. In the course of this exposition, a number of examples taken from the recent literature are discussed, including frustrated ladders and other dimer-based Heisenberg models in a field, as well as the mapping between frustrated Ising models in a transverse field and quantum dimer models."
core,spectral_methods,2009,A novel quark-field creation operator construction for hadronic physics in lattice QCD,Michael Peardon; John Bulava; Justin Foley; Colin Morningstar; Jozef Dudek; Robert G. Edwards; Balint Joo; Huey-Wen Lin; David G. Richards; Keisuke Jimmy Juge,journal/proceedings record,"Phys.Rev.D80:054506,2009",10.1103/PhysRevD.80.054506,0905.2160,0905.2160v1,hep-lat,516,325,INSPIRE,2026-08-21,820396,distillation and optimized hadron operators,https://arxiv.org/abs/0905.2160v1,https://arxiv.org/pdf/0905.2160v1,papers/core_cited_and_canonical/03_spectral_extraction_and_operator_overlap/2009_Peardon_0905.2160.pdf,True,14,89a5838789847d4ca65d4fc031f496295472d3411dfeacc1f4a71c0f68581e91,2009-05-13,2009-05-13,"A new quark-field smearing algorithm is defined which enables efficient calculations of a broad range of hadron correlation functions. The technique applies a low-rank operator to define smooth fields that are to be used in hadron creation operators. The resulting space of smooth fields is small enough that all elements of the reduced quark propagator can be computed exactly at reasonable computational cost. Correlations between arbitrary sources, including multi hadron operators can be computed a posteriori without requiring new lattice Dirac operator inversions. The method is tested on realistic lattice sizes with light dynamical quarks."
core,flux_strings,2009,Large N and confining flux tubes as strings - a view from the lattice,Michael Teper,journal/proceedings record,"Acta Phys.Polon.B40:3249-3320,2009",,0912.3339,0912.3339v1,hep-lat,89,87,INSPIRE,2026-08-21,840458,large-N and confining-flux-tube lattice review,https://arxiv.org/abs/0912.3339v1,https://arxiv.org/pdf/0912.3339v1,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2009_Teper_0912.3339.pdf,True,78,49190e89bf7bba93c4927178d068c7f2b10080d877cb008ac139feaf8db90b0b,2009-12-17,2009-12-17,"I begin these three lectures by describing some of the useful things that we have learned about large-N gauge theories using lattice simulations. For example that the theory is confining in that limit, that for many quantities SU(3) is close to SU(oo), and that this includes the strongly coupled gluon plasma just above Tc, thus providing some of the justification needed to make use of gauge-gravity duality in analysing QCD at RHIC/LHC temperatures. I then turn, in a more detailed discussion, to recent progress on the problem of what effective string theory describes confining flux tubes. I describe lattice calculations of the energy spectrum of closed loops of confining flux, and some dramatic analytic progress in extending the `universal Luscher correction' to terms that are of higher order in 1/l, where l is the length of the string. Both approaches point increasingly to the Nambu-Goto free string theory as being the appropriate starting point for describing string-like degrees of freedom in SU(N) gauge theories."
